ID,caption,situation
7031,"A photo of a Japanese woman wearing a long-sleeved, marbled grey and white top with a black, floor-length textured skirt and black shoes. She is accessorizing with glasses, earrings, a watch, and carrying a large black tote bag. The overall style is sophisticated and minimalist with a focus on dark, neutral tones.",outfit for a formal corporate meeting at a Tokyo skyscraper office on a crisp spring morning
7032,"A photo of a Japanese woman wearing a relaxed oversized black blazer over a white graphic t-shirt and wide-leg olive green cargo pants. She is also wearing black loafers and has a minimalist, androgynous style with a focus on comfortable, loose-fitting silhouettes.",outfit for a casual morning meeting at a Tokyo startup office in the creative district
7033,"A photo of a Japanese woman wearing a red, cropped sweatshirt layered over a gray ruffled top with wide-leg, dark-wash denim pants and black lace-up boots. She also sports a patterned baseball cap and a crossbody bag, creating a casual and stylish street-wear look.",outfit for a casual Sunday morning coffee run to a nearby café in shimokitazawa with a brisk spring breeze
7034,"A photo of a Japanese woman wearing a dark gray, fluffy sweater with wide sleeves, paired with shiny black leather trousers. She accessorizes with a black baseball cap, silver earrings, and sleek silver sneakers. She carries a structured black tote bag completing a modern and chic street style look.",outfit for strolling through the neon-lit streets of Shibuya after work heading to a rooftop bar for drinks
7035,"A photo of a Japanese woman wearing a long, flowing maxi dress with a vibrant ocean and dolphin print in shades of blue and black. She is also carrying a black shoulder bag and wearing black platform sandals. The outfit presents a casual yet artistic and bold fashion style.",outfit for a summer picnic on Enoshima Beach with friends on a sunny afternoon
7036,"A photo of a Japanese woman wearing a layered black outfit with a sheer long-sleeve top underneath a flowing, multi-tiered black dress. She is accessorizing with a small black bag and black lace-up boots, creating a gothic and romantic aesthetic. The overall style is dark and dramatic, with a focus on textures and flowing silhouettes.",outfit for attending a midnight masquerade ball at a Kyoto hanami pavilion
7037,"A photo of a Japanese woman wearing a grey, oversized coat over a denim shirt and wide-leg, chocolate brown leather pants. She accessorizes with a creamy white scarf and a black quilted handbag, completing the look with black loafers. The outfit presents a chic and effortless, minimalist style.",outfit for a rainy Tuesday afternoon coffee break in a Shibuya office lobby
7038,"A photo of a Japanese woman wearing a cozy brown teddy fleece jacket paired with wide-leg, high-waisted black velvet trousers and black loafers. The outfit showcases a relaxed yet sophisticated style with a focus on texture and comfortable silhouettes.",outfit for walking through the cherry blossom trees lining the banks of the Sumida River on a spring morning
7039,"A photo of a Japanese woman wearing a black puffer jacket over a black crop top and paired with wide-leg gray sweatpants. She is accessorizing with a silver chain and black platform loafers, creating a casual and street-style aesthetic. The overall look is monochromatic with a focus on comfortable, oversized silhouettes.",outfit for a brisk late afternoon stroll through the snow blanketed streets of Kyoto Gion district on a cold December evening
7040,"A photo of a Japanese woman wearing a dark navy long-sleeve cardigan, wide-leg dark wash jeans, and black loafers. She is carrying a cream and black patterned tote bag and holds a camera. The outfit presents a relaxed and chic, minimalist style with a focus on comfortable silhouettes and neutral tones.",outfit for a relaxed photo walk around Kyoto historic streets in early autumn capturing temple architecture and street food stalls
7041,"A photo of a Japanese woman wearing a fitted, long-sleeved cream-colored cardigan over a matching top, paired with classic blue denim flared jeans and silver pointed-toe boots. She is also carrying a round, orange and white patterned handbag, completing a retro and casual outfit.",outfit for a relaxed weekend brunch at a cozy cafe in Shimokitazawa
7042,"A photo of a Japanese woman wearing a relaxed grey oversized sweater over a white inner layer, paired with wide-leg black pleated trousers and burgundy sneakers. She is carrying a black bag and showcases a minimalist and comfortable street style.",outfit for a crisp autumn morning walking along the canal in Arima Onsen heading to a local bakery for a steaming hot matcha latte
7043,"A photo of a Japanese woman wearing a black, fluffy knit sweater and high-waisted, wide-leg white trousers with a belted waist. She is also carrying a brown leather tote bag and black pointed-toe heels. The outfit presents a sophisticated and minimalist style with a focus on comfortable, flowing silhouettes.",outfit for a midweek business lunch meeting at a Tokyo office building
7044,"A photo of a Japanese woman wearing a red, long-sleeved top with lace detailing, a plaid maxi skirt, and black platform boots. She is carrying a round, white handbag adorned with floral decorations. The overall style is a mix of cottagecore and Japanese street fashion, creating a sweet and whimsical look.",outfit for a leisurely cherry blossom stroll through Ueno Park on a warm spring morning
7045,"A photo of a Japanese woman wearing a tan corduroy jumpsuit paired with a black beanie and light blue sneakers. The outfit has a casual and comfortable style, with a relaxed fit and warm autumnal tones. She is accessorizing with simple silver bracelets.",outfit for walking through kyoto higashiyama district autumn streets on a misty early fall morning
7046,"A photo of a Japanese woman wearing a dark floral kimono-style top and matching wide-leg trousers. She carries a gold tote bag with black lettering and completes the look with black loafers. The outfit presents a sophisticated and elegant style, blending traditional and modern elements.",outfit for spring sakura viewing picnic at Ueno Park with colleagues
7047,"A photo of a Japanese woman wearing a black crop top with a dramatic white ruffled overlay paired with matching black shorts. She is accessorized with gray knee-high socks and platform black boots, carrying a small black shoulder bag. The overall style is a blend of edgy and feminine elements with a focus on contrasting textures and silhouettes.",outfit for a summer night at a rooftop bar in Shibuya after work
7048,"A photo of a Japanese woman wearing a green puffer vest over a red and white striped long-sleeve shirt, paired with wide-leg black trousers and black shoes. She also sports a knitted brown hat, creating a casual and comfortable street style look.",outfit for brisk autumn walk through Kyoto Arashiyama bamboo forest carrying small backpack
7049,"A photo of a Japanese woman wearing a long-sleeved dark floral patterned blouse layered under a creamy white lace pinafore dress with a ruffled hem. She completes the look with black loafers and white socks, creating a vintage and romantic cottagecore style.",outfit for a cherry blossom viewing picnic in Ueno Park on a bright spring morning
7050,"A photo of a Japanese woman wearing a grey textured knit sweater, black cargo pants with a silver buckle belt, and chunky black platform boots. She is also carrying a translucent purple handbag. The overall style is edgy and street-inspired with a mix of textures and modern silhouettes.",outfit for walking through the neon lit streets of shibuya after a late anime convention
7051,"A photo of a Japanese woman wearing a dark gray oversized sweater layered over a white collared shirt, paired with wide-leg black trousers and black loafers. She is also carrying a black tote bag, creating a minimalist and chic monochrome outfit with a relaxed, comfortable style.",outfit for a relaxed Friday business meeting at a glass office in Shibuya during spring
7052,"A photo of a Japanese woman wearing a relaxed-fit, double-breasted camel-colored blazer over a black crop top and wide-leg blue denim jeans. She is also wearing dark, chunky-soled shoes, completing a casual yet stylish and modern outfit. The overall style is effortlessly cool and slightly androgynous.",outfit for a casual after lunch meeting at a coworking space in Shibuya with colleagues
7053,"A photo of a Japanese woman wearing a plaid flannel shirt layered over a white ribbed tank top, paired with distressed olive green wide-leg trousers and black platform shoes. She accessorizes with a black backpack and a brown leather belt, creating a casual and edgy street style look.",outfit for a rainy autumn stroll in shimokitazawa carrying a backpack while browsing vintage shops
7054,"A photo of a Japanese woman wearing a white floral long-sleeve blouse with a sweetheart neckline and oversized green cargo pants. The pants feature multiple straps and a relaxed, baggy fit. She completes the look with dark brown loafers, creating a trendy and casual street style outfit.",outfit for a sunny weekend stroll through Nakameguro while picking up fresh produce from a local farmers market
7055,"A photo of a Japanese woman wearing a pale yellow cardigan over a dark navy blue button-down shirt and black wide-leg trousers. She is carrying a textured, light gray bag and black leather loafers, creating a relaxed and sophisticated style.","outfit for a mid-afternoon client meeting at a modern coworking space in Daikanyama, Tokyo"
7056,A photo of a Japanese woman wearing a plaid blue and white peplum top with a flowing white layered maxi skirt and black platform flip-flops. The outfit showcases a feminine and casual style with a mix of patterns and textures. She is also wearing a delicate silver necklace.,outfit for a relaxed seaside picnic along the coast of Kamakura during mid summer
7057,"A photo of a Japanese woman wearing a dark navy bomber jacket over a black and orange layered top, paired with wide-leg denim jeans and black loafers. She accessorizes with a silver metallic bag and a dark cap, embodying a relaxed yet stylish street fashion aesthetic.",outfit for taking a leisurely stroll along the canal in Hamarikyu Gardens during autumn leaf viewing
7058,"A photo of a Japanese woman wearing a creamy white, puff-sleeved blouse with pale olive green, wide-leg trousers and gold strappy sandals. She is also carrying a small white shoulder bag, completing a relaxed and chic everyday look. The outfit features soft colors and loose-fitting silhouettes for a comfortable yet stylish appearance.",outfit for a relaxed lunch at a café in Shimokitazawa on a sunny spring afternoon
7059,"A photo of a Japanese woman wearing a beige faux fur coat over dark wash wide-leg denim jeans and burgundy pointed-toe shoes. She is accessorized with a pink baseball cap and carries a soft pink shopping bag. The outfit presents a casual yet stylish street style look, combining comfort with trendy pieces.",outfit for a late afternoon café stroll in Shibuya on a crisp spring day
7060,"A photo of a Japanese woman wearing a cream-colored, button-down cardigan over a dark brown maxi skirt and black loafers. She is also holding a brown leather tote bag, creating a classic and minimalist aesthetic. The outfit features soft, flowing fabrics and a comfortable, sophisticated style.",outfit for a calm morning walk through the Arashiyama bamboo grove before a tea ceremony in Kyoto
7061,"A photo of a Japanese woman wearing a brown and gold patterned top with a long, flowing cream-colored skirt and dark brown shoes. She carries a burgundy leather handbag and has a brown capelet draped over her shoulders. The outfit presents a vintage and elegant fashion style, combining rich textures and warm autumnal colors.",outfit for attending a tea ceremony at a Kyoto teahouse during the autumn foliage season
7062,"A photo of a Japanese woman wearing a black, long-sleeved blouse with ruffled detailing, paired with wide-leg, earthy brown trousers. She is carrying a large, cream-colored teddy tote bag and is wearing dark brown loafers. The outfit presents a relaxed and chic, everyday style with a focus on comfortable silhouettes and neutral tones.",outfit for a casual office day at a creative agency in Shibuya
7063,"A photo of a Japanese woman wearing a black embroidered short-sleeve shirt layered with a long, asymmetrical black lace skirt and a western-style belt. She is also wearing black lace-up platform boots and carrying a small black bag. The overall style is gothic and feminine with a touch of vintage inspiration.",outfit for a night out at a gothic-themed bar in Shibuya's nightlife
7064,"A photo of a Japanese woman wearing a light brown short-sleeved top and wide-leg, light wash denim jeans. She is accessorized with a cream-colored shoulder bag and patterned slip-on shoes. The outfit embodies a casual and relaxed style with a vintage denim aesthetic.",outfit for a sunny spring day strolling through the Arashiyama bamboo grove after a cherry blossom viewing
7065,"A photo of a Japanese woman wearing a white t-shirt layered under a black and white plaid oversized flannel shirt, paired with wide-leg, dark gray trousers and black and white sneakers. She accessorizes with a black baseball cap and a simple silver necklace, completing a relaxed and casual streetwear look.",outfit for a casual weekend stroll through Shibuya indie boutiques during late autumn
7066,"A photo of a Japanese woman wearing a white t-shirt, wide-leg dark wash denim jeans, and a black studded belt. She is accessorized with a blue Los Angeles Dodgers baseball cap and light pink sneakers. The outfit has a casual and trendy streetwear aesthetic with a focus on comfortable, relaxed silhouettes.",outfit for strolling through harajuku backstreets on a warm summer afternoon
7067,"A photo of a Japanese woman wearing a beige fluffy jacket over a white top, paired with a dark teal velvet maxi skirt and black chunky boots. She is also carrying a black shoulder bag, creating a cozy and stylish autumnal look.",outfit for a late autumn evening stroll through lantern lit Kyoto streets with friends after a weekend of travel
7068,"A photo of a Japanese woman wearing a long white patterned jumpsuit with a black tie and a green cap. She is carrying a brown leather shoulder bag with a bright yellow pom-pom keychain. Her footwear consists of beige slip-on shoes, completing a casual and relaxed style.",outfit for a relaxed weekend picnic with friends at the sumida riverbank in tokyo during spring
7069,A photo of a Japanese woman wearing a brown corduroy jacket and matching pleated skirt with white socks and black platform boots. She carries a black backpack and embodies a vintage and slightly edgy schoolgirl aesthetic with her overall outfit.,outfit for a late autumn stroll along Kamakura's canals sipping coffee while admiring maple leaves
7070,"A photo of a Japanese woman wearing a white long-sleeve blouse layered under a black vest with button details, paired with dark navy fitted trousers and black pointed-toe flats. She is carrying a white tote bag, completing a classic and minimalist style.",outfit for a mid level executive attending a client presentation at a Tokyo office
7071,"A photo of a Japanese woman wearing a black cardigan over a light-colored long-sleeve shirt, paired with wide-leg gray sweatpants and a black baseball cap. She is also carrying a brown book and showcases a casual and comfortable street style.",outfit for walking through Shinjuku underground mall on a rainy day reading a book in a quiet corner
7072,"A photo of a Japanese woman wearing a layered black skirt with a pleated and lace design, paired with a light blue kimono-style top featuring wide sleeves. She is also wearing black platform sandals and a black belt, completing a gothic and traditional Japanese-inspired fashion style.",outfit for a halloween cosplay event at a tokyo anime convention
7073,"A photo of a Japanese woman wearing a cream-colored fluffy teddy coat over beige tight leggings and black shorts. She accessorizes with a black baseball cap, platform ankle boots, white socks, and a black shoulder bag. The outfit showcases a trendy and cozy street style with a mix of textures and neutral tones.",outfit for a brisk February evening walk through the illuminated streets of Shibuya during the winter light festival
7074,"A photo of a Japanese woman wearing a white collared blouse with a bow tie, a pleated dark gray mini skirt, black knee-high socks, and black platform heels. She is also carrying a black tote bag, completing a preppy and feminine schoolgirl aesthetic.",outfit for a school uniform cosplay event at a Tokyo comic convention
7075,A photo of a Japanese woman wearing a long black textured dress paired with a cream and brown knitted cardigan and black platform boots. She is carrying a light beige tote bag and has a patterned scarf tied around her neck. The outfit showcases a casual yet stylish aesthetic with a focus on comfortable textures and neutral colors.,outfit for a cool autumn evening walking through the lantern lit streets of Kyoto on a light drizzle
7076,"A photo of a Japanese woman wearing a cream-colored, layered outfit with a ruffled mini dress and a matching long-sleeve jacket. She accessorizes with brown knee-high boots, a cream headband, and carries a small beige handbag with a fluffy white top handle. The style is a blend of feminine and vintage aesthetics, creating a soft and elegant look.",outfit for a late-morning stroll through the cherry blossom-lined avenues of Ueno Park in early April
7077,"A photo of a Japanese woman wearing a striped long-sleeve shirt with navy and white colors, paired with wide-leg, dark green cargo pants and dark brown loafers. The outfit offers a relaxed and casual style, blending classic stripes with utilitarian design elements for a comfortable and modern look.",outfit for a relaxed afternoon stroll through a Kyoto garden during early autumn sipping green tea at a teahouse
7078,"A photo of a Japanese woman wearing black wide-leg overalls over a white long-sleeve shirt with white sneakers and a pale yellow tote bag. She is accessorizing with silver earrings and dark sunglasses, showcasing a casual and chic style. The outfit features a relaxed fit and minimalist design with neutral color tones.",outfit for a casual afternoon stroll through the bamboo groves of Arashiyama on a crisp spring morning
7079,"A photo of a Japanese woman wearing a beige hooded jacket over a white layered skirt and paired with brown platform boots. She accessorizes with white socks and a matching beige handbag, creating a cute and trendy layered outfit with a touch of vintage inspiration.",outfit for a leisurely stroll through Kyoto Maruyama Park during early autumn mist
7080,"A photo of a Japanese woman wearing a light blue cropped t-shirt and a long black lace maxi skirt. She is also wearing silver strappy high heels. The outfit presents a sophisticated and elegant fashion style, combining casual and formal elements.",outfit for attending a chic summer rooftop dinner at a high-rise bar in Shibuya at sunset
7081,"A photo of a Japanese woman wearing a cream-colored, long-sleeved knit sweater with a plunging neckline and a black pleated mini skirt. She pairs the outfit with dark gray knee-high socks and chunky black platform boots. A small, light blue handbag and a black belt accent the look, completing a trendy and slightly edgy Japanese street style aesthetic.",outfit for a rainy evening coffee shop meetup in shimokitazawa after an afternoon of shopping
7082,A photo of a Japanese woman wearing a textured brown coat over a long black skirt and black shoes. She is also carrying a small black shoulder bag. The outfit presents a cozy and minimalist style with a focus on neutral colors and comfortable silhouettes.,outfit for a winter commute to a meeting at a glass office in Shibuya Crossing after a morning of rain drizzle
7083,A photo of a Japanese woman wearing a black cropped zip-up hoodie and matching wide-leg velvet pants with white stripes. She is accessorizing with a small black crossbody bag and white platform sneakers. The overall style is sporty and chic with a touch of streetwear influence.,outfit for a saturday brunch at a hip cafe in shimokitazawa after a morning of window shopping on 20th street
7084,"A photo of a Japanese woman wearing a dark teal, collared shirt and a high-waisted, black, lace-up skirt with a thigh slit. She is also wearing black socks and platform boots, completing a gothic and Lolita-inspired fashion style.",outfit for a midnight karaoke session at a basement club in shimokitazawa
7085,"A photo of a Japanese woman wearing a black, long-sleeved lace top over a flowing black maxi dress. She is accessorizing with a silver belt and delicate silver jewelry. The outfit presents a sophisticated and elegant dark aesthetic.",outfit for a black tie charity gala at roppongi hills in december
7086,"A photo of a Japanese woman wearing a black cardigan, light grey wide-leg sweatpants, and white sneakers with a black baseball cap and a beige shoulder bag. The outfit showcases a relaxed and casual streetwear style with comfortable, everyday pieces.",outfit for a casual stroll through Ueno Zoo on a clear spring day
7087,"A photo of a Japanese woman wearing a white graphic tee and wide-leg, distressed denim jeans. She is also wearing simple black sandals and has a light blue accessory draped over her shoulder. The outfit presents a casual and relaxed, yet fashionable, style.",outfit for a sunny summer picnic at Yoyogi Park with friends after office
7088,"A photo of a Japanese woman wearing a white tank top, uniquely painted denim jeans with a sunset and palm tree design, and a black leather jacket. She is also wearing black leather shoes. The outfit showcases a bold, artistic and casual fashion style with vibrant colors and unique patterns.",outfit for a sunset stroll along Odaiba Seaside Park during a summer beach music festival in late July
7089,"A photo of a Japanese woman wearing a layered outfit featuring a striped blue and white shirt under a black puffer vest. She pairs relaxed fit, grey trousers with classic white canvas sneakers and carries a structured black handbag, creating a casual yet chic street style look.",outfit for a brisk autumn commute through Shibuya bustling streets on a weekday morning
7090,"A photo of a Japanese woman wearing a classic black velvet suit with a white long-sleeved blouse and black loafers. She is accessorizing with a cream-colored baguette bag and delicate gold jewelry, presenting a refined and minimalist aesthetic. The outfit leans towards a sophisticated and slightly vintage-inspired style.",outfit for attending a senior manager birthday dinner at a Michelin starred restaurant in Roppongi
7091,A photo of a Japanese woman wearing a white lace tank top with wide-leg black trousers and black loafers. She is also carrying a black tote bag and has a light blue sheer overcoat draped over her arm. The outfit presents a chic and minimalist style with a touch of femininity from the lace detailing.,outfit for attending a contemporary art exhibit opening at Mori Art Museum in Roppongi on a crisp September afternoon
7092,"A photo of a Japanese woman wearing a gray, oversized knit sweater paired with a long black skirt and black platform boots. The outfit features a relaxed, casual style with a focus on comfortable textures and a neutral color palette. It’s a chic and minimalist ensemble perfect for everyday wear.",outfit for a rainy afternoon walk through shibuya while grabbing a coffee at a hidden cafe
7093,"A photo of a Japanese woman wearing a monochromatic black outfit with a black denim jacket layered over a white top and paired with wide-leg black trousers. She is accessorizing with black loafers and a black shoulder bag, embodying a minimalist and chic aesthetic with a touch of casual sophistication.",outfit for a morning meeting with a client at a design studio in ginza
7094,"A photo of a Japanese woman wearing a black oversized coat over a white patterned top and high-waisted, wide-leg black trousers. She is also wearing black platform sandals. The outfit presents a modern and slightly avant-garde fashion style with a focus on neutral colors and flowing silhouettes.",outfit for a night-time stroll along the Tokyo river in Roppongi after a creative industry networking event
7095,"A photo of a Japanese woman wearing a sophisticated ensemble featuring a dark navy long-sleeve blouse paired with a high-waisted, cream-colored flared midi skirt. She accessorizes with a delicate ribbon tie and black strappy heels, completing a classic and elegant look that blends vintage and modern styles.",outfit for attending a traditional tea ceremony at a Kyoto tea house
7096,"A photo of a Japanese woman wearing a cream-colored jacket over a white graphic tee, paired with a flowing navy blue maxi skirt and black loafers. She is carrying a black tote bag, completing a casual yet chic everyday look with a touch of sophistication.",outfit for a casual lunch at a local ramen shop in Tokyo Ueno district
7097,"A photo of a Japanese woman wearing a black short-sleeved top with a twisted detail, paired with wide-leg white trousers and black loafers. She is accessorizing with a light yellow shoulder bag and a black belt, creating a minimalist and chic street style look.",outfit for a midmorning business meeting at a minimalist coworking space in Shibuya
7098,"A photo of a Japanese woman wearing a black short-sleeved blouse layered with a burgundy and lavender galaxy-print maxi skirt. She accessorizes with a black belt, a small black shoulder bag, and black lace-up boots, creating a whimsical and ethereal style.",outfit for a galaxy-themed cosplay event at the tokyo international anime fair
7099,"A photo of a Japanese woman wearing a dark charcoal-colored, textured cardigan over a long, blue denim dress with fringe detailing at the hem. She is accessorizing with black suede ankle boots, a dark gray leather handbag, and round-frame glasses, creating a casual and slightly bohemian aesthetic.",outfit for a leisurely stroll through the autumn foliage at Ueno Park
7100,"A photo of a Japanese woman wearing a dark grey oversized t-shirt with graphic lettering, paired with distressed wide-leg denim pants and white Adidas sneakers with black stripes. She accessorizes with black sunglasses and white socks, completing a casual and slightly grungy streetwear look.",outfit for attending an indie music festival at Yoyogi Park in Shibuya on a rainy Thursday
7101,"A photo of a Japanese woman wearing a gray and black streetwear outfit. She is styled in a cropped hoodie with lace detailing on the sleeves and a pair of baggy, high-waisted cargo pants featuring lace-up sides. Dark platform boots complete the edgy, modern look.",outfit for a rainy evening strolling through Shibuya neon lit streets
7102,"A photo of a Japanese woman wearing a tan, longline vest over a matching satin pajama set and light-colored sneakers. The outfit features a relaxed, minimalist style with a focus on neutral tones and flowing silhouettes. She also sports a pair of black-framed glasses.",outfit for a relaxed weekend brunch at a minimalist cafe in shimokitazawa after a light walk in autumn
7103,"A photo of a Japanese woman wearing a textured, dark brown sweater over a white top, paired with wide-leg, chocolate brown trousers and white sneakers. She carries a small black shoulder bag, completing a comfortable and stylish casual look.",outfit for a relaxed stroll through Kyoto Arashiyama Bamboo Grove in October photographing the fall foliage with a stop at a matcha cafe
7104,"A photo of a Japanese woman wearing a dark and edgy streetwear outfit. She is styled in a white graphic crop top, distressed black sweatpants, and a black and grey color-blocked cardigan. Her look is completed with platform boots, knitted leg warmers, and a cross-themed beanie, creating a gothic and casual aesthetic. She also carries a light-colored backpack.",outfit for attending an indie rock concert at a basement club in Shibuya on a rainy evening
7105,"A photo of a Japanese woman wearing a monochrome outfit featuring a dark denim jacket and wide-leg trousers. She accessorizes with a black belt and sleek black shoes, creating a relaxed yet chic aesthetic. The overall style is minimalist and contemporary with a focus on comfortable silhouettes and muted tones.",outfit for a weekend stroll through the lantern lit streets of Asakusa during a spring festival
7106,A photo of a Japanese woman wearing a white short-sleeved top with black high-waisted trousers and black flip-flops. She accessorizes with a leopard print crossbody bag and a black belt. Her overall style appears casual and chic with a touch of animal print.,outfit for a sunny afternoon of exploring vintage shops in Shimokitazawa
7107,"A photo of a Japanese woman wearing a black polo sweater, pinstripe wide-leg trousers, and a black baseball cap. She is also carrying a black tote bag and wearing black loafers. The outfit features a minimalist and chic aesthetic with a focus on neutral colors and classic silhouettes, creating a sophisticated casual style.",outfit for a rainy Wednesday morning commuting from Shibuya Station to a design studio carrying a tote with sketches
7108,A photo of a Japanese woman wearing a black long skirt and a black top paired with a white puffer jacket. She carries a black quilted shoulder bag with a chain strap and completes the look with black platform boots. The outfit embodies a chic and modern street style with a contrast between the dark and light colors.,outfit for walking through the illuminated streets of shibuya on a snowy winter night
7109,"A photo of a Japanese woman wearing a black oversized blazer over a black lace top and matching textured long skirt. She is also wearing black shoes and a white face mask, completing a sophisticated and monochromatic look. The outfit embodies a modern and elegant fashion style.",outfit for a board meeting at a Tokyo office building after the pandemic
7110,"A photo of a Japanese woman wearing a creamy white fluffy jacket over a long, tiered white dress with delicate ruffles. She accessorizes with a black crossbody bag and white shoes, creating a soft and feminine aesthetic reminiscent of cottagecore fashion.",outfit for a quiet tea ceremony at a Kyoto teahouse in late autumn
7111,"A photo of a Japanese woman wearing a pink sweater layered under a textured, dark brown cropped cardigan, paired with wide-leg, dark brown velvet trousers and black loafers. She is accessorizing with a brown leather shoulder bag. The outfit presents a cozy and slightly retro aesthetic with a focus on textural contrast.",outfit for a rainy Sunday brunch at a retro cafe in Shimokitazawa after a morning of coffee and croissants
7112,"A photo of a Japanese woman wearing a relaxed-fit, dark brown cardigan over a flowing, ivory pleated maxi skirt and black leather loafers. She is carrying a small black handbag, creating a sophisticated and minimalist aesthetic with a touch of classic elegance. The outfit showcases a comfortable yet stylish everyday look with neutral tones and soft textures.",outfit for a pottery class in a Kyoto studio during autumn
7113,"A photo of a Japanese woman wearing a layered outfit with a dark teal t-shirt over a blush pink undershirt, paired with wide-leg, dark navy trousers and black flip-flops. She accessorizes with a black baseball cap and a black shoulder bag, completing a relaxed and minimalist street style look.",outfit for a casual stroll through a summer street market in osaka sipping iced coffee on a warm day
7114,A photo of a Japanese woman wearing a long black maxi dress layered with a light green denim jacket and paired with white sneakers. She is carrying a black handbag and accessorizes with silver earrings and a key charm. The outfit presents a casual and comfortable street style with a mix of textures and neutral colors.,outfit for a relaxed cherry blossom stroll along the Meguro River in early April
7115,"A photo of a Japanese woman wearing a white and purple striped long-sleeve sweater with a flowing black maxi skirt and silver sandals. She is carrying a textured woven tote bag, completing a classic and comfortable everyday style.",outfit for a leisurely lunch with friends at a rooftop garden cafe in Shinjuku on a mild spring morning
7116,"A photo of a Japanese woman wearing a black short-sleeve t-shirt paired with a light-colored plaid mini skirt. She is accessorized with black knee-high socks and chunky black boots. A small pink handbag adds a pop of color, and she completes the look with black-framed glasses. Her style blends casual comfort with a touch of preppy and edgy elements.",outfit for a casual morning coffee at a cute café in Shimokitazawa on a sunny spring day
7117,"A photo of a Japanese woman wearing a black oversized blazer over a white top, paired with light blue sweatpants and black sneakers. She is accessorizing with a black backpack and a navy blue baseball cap. The outfit creates a relaxed yet stylish streetwear look with comfortable and casual designs.",outfit for a casual coffee break at a trendy cafe in Shimokitazawa during a sunny late spring afternoon
7118,"A photo of a Japanese woman wearing a black longline trench coat over a black ruched top and matching wide-leg trousers. She completes the look with black loafers and carries a white bag, creating a chic and minimalist monochromatic style.",outfit for a formal business meeting at a Tokyo corporate headquarters after lunch at an upscale sushi restaurant
7119,"A photo of a Japanese woman wearing a navy blue Adidas track jacket with white stripes, paired with light wash, wide-leg denim jeans and purple high-top Converse sneakers. She carries a white tote bag with a playful graphic design and completes the look with a grey knit beanie. The outfit creates a relaxed and sporty street style aesthetic.",outfit for a casual stroll through Kyoto autumn streets while hunting for seasonal craft tea
7120,"A photo of a Japanese woman wearing a beige oversized blazer over a white top paired with light wash wide-leg denim jeans. She is accessorizing with a black tote bag and black pointed-toe shoes, creating a casual yet stylish look. The overall style is minimalistic and modern with a touch of relaxed elegance.",outfit for a casual meeting with clients at a coworking space in Roppongi
7121,"A photo of a Japanese woman wearing a flowing, marbled black and white blouse with wide sleeves, a high-waisted black mini skirt, and long white knitted socks. She is also wearing black pointed-toe heels and a silver belt. The overall style is a blend of gothic and modern fashion with a touch of street style.",outfit for midnight rooftop gathering in shibuya where friends exchange poetry under neon lights
7122,"A photo of a Japanese woman wearing a black fuzzy knit sweater with an off-shoulder design, paired with wide-leg, light green denim pants featuring dark side stripes. She is accessorizing with black platform boots and carrying a small black cylindrical handbag. The overall style appears to be a trendy and casual street fashion look.",outfit for a crisp autumn afternoon walking through Kyoto's Arashiyama bamboo grove sipping matcha and photographing the scenery
7123,"A photo of a Japanese woman wearing a beige ruffled blouse and a flowing, cream-colored maxi skirt. She is accessorizing with a small brown shoulder bag and delicate black strappy heels. The outfit embodies a soft, elegant, and slightly bohemian style.",outfit for a leisurely brunch at a garden café in the Marunouchi district on a spring day
7124,"A photo of a Japanese woman wearing a navy blue, long-sleeved sweater paired with a pleated gray skirt. She is also wearing black knee-high boots and carrying a black handbag with a fluffy charm. The overall style is casual yet chic, combining comfort with a touch of playful detail.",outfit for a rainy Sunday morning coffee date at a cozy cafe in Shimokitazawa
7125,"A photo of a Japanese woman wearing a white oversized t-shirt layered over a black lace camisole, paired with wide-leg, sheer, pale green trousers and light beige pointed-toe flats. She is also carrying a black shoulder bag and accessorizing with sunglasses, embodying a chic and effortless street style.",outfit for a relaxed stroll through Kyoto Higashiyama district during cherry blossom season
7126,"A photo of a Japanese woman wearing a black, loose-fitting top with wide sleeves and paired with cream-colored, wide-leg pants featuring a subtle geometric pattern. She is also carrying a woven straw bag and wearing black flat sandals, creating a minimalist and relaxed aesthetic. The outfit embodies a comfortable and chic, everyday style.",outfit for a sunny afternoon at Kyoto Nishiki Market browsing stalls and grabbing fresh produce
7127,"A photo of a Japanese woman wearing a black oversized short-sleeve top paired with wide-leg black cargo pants featuring multiple pockets and zipper details. She accessorizes with a black leather belt, silver bracelets, and dark sunglasses, completing a modern, edgy streetwear look with sleek black pointed-toe heels.",outfit for strolling through Shibuya neon lit streets after work heading to a rooftop bar for a casual networking evening
7128,"A photo of a Japanese woman wearing a cozy cream-colored knit sweater paired with a light-wash denim mini skirt. She is also wearing a puffy white jacket and warm cream-colored leg warmers with a playful design. Her outfit is completed with brown platform boots, creating a casual and fashionable winter aesthetic.",outfit for a late afternoon stroll through the snow covered streets of Sapporo before a winter market
7129,"A photo of a Japanese woman wearing a black turtleneck sweater and a long, flowing brown skirt. She is also wearing black ankle boots and carrying a brown leather tote bag. The outfit has a classic, minimalist aesthetic with a touch of vintage flair, featuring warm, earthy tones and a relaxed silhouette.",outfit for an autumn walk along the Arashiyama Bamboo Forest
